id;nombre;TiposExamen_id;requiereAutorizacion;citaControl;codigoCups;codigoRips;concepto_id;edadFin;edadIni;estadoReg;tipoRadiologia_id;solicitaEnfermeria;centroCosto;cita1Vez;consentimientoInformado;cuentaContable;cupsCategoria;cupsGrupo;cupsSubgrupo;distribucionTerceros;duracion;finalidad;manejaInterfaz;nivelAtencion;resolucion1132;grupoQx_id;cantidadUvr;honorarios;cupsSubCategoria;tipoHonorario_id
3515;SUSTITUCION DE ESCAYOLA O FERULA EN MIEMBRO SUPERIOR SOD;4;N;0;971100;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3516;SUSTITUCION DE ESCAYOLA O FERULA EN MIEMBRO INFERIOR SOD;4;N;0;971200;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3517;SUSTITUCION DE OTRO DISPOSITIVO PARA INMOVILIZACION MUSCULOESQUELETICA SOD;4;N;0;971400;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3518;SUSTITUCION DE CATETER DE HERIDA SOD;4;N;0;971500;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3519;SUSTITUCION DE TAPON O DRENAJE DE HERIDA SOD;4;N;0;971600;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3520;SUSTITUCION DE TAPON NASAL SOD;4;N;0;972100;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3521;SUSTITUCION DE TAPON DENTAL SOD;4;N;0;972200;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3522;SUSTITUCION DE TUBO DE TRAQUEOSTOMIA SOD;4;N;0;972300;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3523;SUSTITUCION DE DIAFRAGMA VAGINAL SOD;4;N;0;972400;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3524;SUSTITUCION DE OTRO TAPON (MECHA) O DRENAJE VAGINAL O VULVAR SOD;4;N;0;972600;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3531;RETIRO DE SUTURAS DE CABEZA Y CUELLO (RETIRO DE PUNTOS) SOD;4;N;0;973800;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3534;RETIRO DE SUTURAS DE TORAX (RETIRO DE PUNTOS) SOD;4;N;0;974300;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3574;LITOTRIPCIA EXTRACORPOREA POR ONDAS DE CHOQUE EN VESICULA O CONDUCTO BILIAR SOD;4;N;0;985200;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3601;INYECCION DE GLOBULINA INMUNE RH SOD;4;N;0;991100;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3602;INDUCCION DE TOLERANCIA ORAL A ALIMENTO;4;N;0;991205;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3603;INYECCION DE GAMMA GLOBULINA O DE SUEROS INMUNES;4;N;0;991401;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3606;INYECCION DE ANTIDOTO SOD;4;N;0;991600;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3607;INFUSION O ADMINISTRACION DE SOLUCIONES DE LIQUIDOS Y ELECTROLITOS SOD;4;N;0;991800;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3608;INFILTRACION, IRRIGACION O INSTILACION DE MEDICAMENTOS EN SUBESCARA;4;N;0;992101;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3609;INYECCION O INFUSION DE ANTIBIOTICO;4;N;0;992102;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3610;INYECCION O INFUSION DE SUSTANCIA HORMONAL SOD;4;N;0;992200;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3611;INYECCION O INFILTRACION DE ESTEROIDE SOD;4;N;0;992300;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3613;INYECCION DE VITAMINA K;4;N;0;992901;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3593;EDUCACION INDIVIDUAL EN SALUD, POR FONIATRIA Y FONOAUDIOLOGIA;4;N;0;990210;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3594;EDUCACION INDIVIDUAL EN SALUD, POR AGENTE EDUCATIVO;4;N;0;990211;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3595;EDUCACION INDIVIDUAL EN SALUD, POR HIGIENE ORAL;4;N;0;990212;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3596;EDUCACION INDIVIDUAL EN SALUD, POR EQUIPO INTERDISCIPLINARIO;4;N;0;990213;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3597;EDUCACION INDIVIDUAL EN SALUD, POR EQUIPO INTERDISCIPLINARIO Y COMUNICACION EN POBLACION INFANTIL Y ADOLESCENTE;4;N;0;990221;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3598;EDUCACION INDIVIDUAL EN SALUD, POR EQUIPO INTERDISCIPLINARIO Y COMUNICACION EN POBLACION DE HOMBRES Y MUJERES EN EDAD FERTIL;4;N;0;990222;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3612;PLANEACION;4;N;0;A11003;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3614;VACUNACION CONTRA COLERA;4;N;0;993101;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3615;VACUNACION CONTRA TUBERCULOSIS [BCG];4;N;0;993102;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3616;VACUNACION CONTRA MENINGOCOCO (AC o BC);4;N;0;993103;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3617;VACUNACION CONTRA Haemophilus influenza tipo b;4;N;0;993104;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3619;VACUNACION CONTRA NEUMOCOCO;4;N;0;993106;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3621;VACUNACION COMBINADA CONTRA TETANOS Y DIFTERIA [Td];4;N;0;993120;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3622;VACUNACION COMBINADA CONTRA FIEBRE TIFOIDEA Y PARATIFOIDEA [TAB];4;N;0;993121;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3623;VACUNACION COMBINADA CONTRA DIFTERIA,TETANOS Y TOS FERINA [DPT];4;N;0;993122;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3624;VACUNACION COMBINADA CONTRA Haemophilus influenza tipo b, DIFTERIA,TETANOS Y TOS FERINA (TETRAVALENTE);4;N;0;993123;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3625;VACUNACION COMBINADA CONTRA DIFTERIA, TETANOS, TOS FERINA y Hepatitis B (TETRAVALENTE);4;N;0;993124;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3626;VACUNACION COMBINADA CONTRA DIFTERIA, TETANOS, TOS FERINA y POLIOMELITIS (IVP);4;N;0;993125;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3673;INFORMACION, EDUCACION Y COMUNICACION EN POBLACION INFANTIL Y ADOLESCENTE;4;N;0;A10001;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3674;INFORMACION, EDUCACION Y COMUNICACION EN POBLACION DE HOMBRES Y MUJERES EN EDAD FERTIL;4;N;0;A10002;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3675;INFORMACION, EDUCACION Y COMUNICACION EN POBLACION DE MUJERES GESTANTES Y LACTANTES;4;N;0;A10003;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3676;INFORMACION, EDUCACION Y COMUNICACION EN POBLACION DE ADULTO MAYOR;4;N;0;A10004;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3677;INFORMACION, EDUCACION Y COMUNICACION EN FOMENTO DE FACTORES PROTECTORES HACIA EL CONTROL DE ENFERMEDADES TRANSMITIDAS POR VECTORES;4;N;0;A10201;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3678;INFORMACION, EDUCACION Y COMUNICACION EN FOMENTO DE FACTORES PROTECTORES HACIA EL CONTROL DE ENFERMEDADES TRANSMISIBLES POR MICROORGANISMOS (BACTERIAS-MICOBACTERIAS, HONGOS, VIRUS, PARASITOS);4;N;0;A10202;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3680;INFORMACION, EDUCACION Y COMUNICACION EN FOMENTO DE FACTORES PROTECTORES HACIA EL CONTROL DE ZOONOSIS;4;N;0;A10204;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3653;ESTIMULACION DE SENO CAROTIDEO SOD;4;N;0;996400;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3661;DETARTRAJE SUPRAGINGIVAL;4;N;0;997301;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3662;CONTROL DE PLACA DENTAL;4;N;0;997310;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3670;COLOCACION TRANSCUTANEA DE APOSITOS O PARCHES PARA LA ESTIMULACION DEL CRECIMIENTO OSEO;4;N;0;998601;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3686;DETERMINACION DE MANGANESO, YODO Y FLUOR EN AGUA;4;N;0;A32413;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3688;DIVULGACION DE BOLETINES EPIDEMIOLOGICOS SOBRE LA SITUACION DE CADA EVENTO EN LA POBLACION Y SUS MEDIDAS DE INTERVENCION;4;N;0;A10501;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3692;EVALUACION Y SEGUIMIENTO DEPARTAMENTAL O MUNICIPAL;4;N;0;A11110;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3654;OTRA CONVERSION DE RITMO CARDIACO O RESUCITACION CARDIOPULMONAR;4;N;0;996901;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3657;TOPICACION DE FLUOR EN GEL;4;N;0;997103;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3658;TOPICACION DE FLUOR EN SOLUCION;4;N;0;997104;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3660;TOPICACION DE FLUOR EN BARNIZ;4;N;0;997106;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3663;MONITOREO Y CONTROL DE HIPOTERMIA PERIOPERATORIA CON USO DE COBIJAS CONVECTIVAS;4;N;0;998001;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3664;MONITOREO Y CONTROL DE HIPOTERMIA PERIOPERATORIA CON USO DE CALENTADORES DE LIQUIDOS;4;N;0;998002;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3665;MONITOREO Y CONTROL DE HIPOTERMIA PERIOPERATORIA CON USO DE CALENTADORES ARTERIOVENOSOS;4;N;0;998003;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3666;MONITOREO Y CONTROL DE HIPOTERMIA PERIOPERATORIA CON USO DE COLCHONES CALENTADORES;4;N;0;998004;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3667;SEGUIMIENTO Y CONTROL DE TEMPERATURA PERIOPERATORIA;4;N;0;998005;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3668;MONITOREO Y CONTROL DE HIPOTERMIA CENTRAL;4;N;0;998101;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3669;MONITOREO Y CONTROL DE HIPOTERMIA LOCAL;4;N;0;998102;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3671;SOPORTE ANESTESICO PARA CONSULTA O APOYO DIAGNOSTICO;4;N;0;998701;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3695;MONITOREO Y VIGILANCIA DE COBERTURAS DEL ESQUEMA PROGRAMA AMPLIADO DE INMUNIZACIONES;4;N;0;A21101;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3698;RECOLECCION, ANALISIS Y NOTIFICACION INMEDIATA DE CASOS PROBABLES DE PESTE BUBONICA, COLERA, FIEBRE AMARILLA Y RABIA HUMANA;4;N;0;A30001;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3764;SALMONELLOSIS AVINA Y PORCINA AISLAMIENTO;4;N;0;A32305;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3705;INVESTIGACION DE CASO DE INTERES EN SALUD PUBLICA;4;N;0;A31001;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3706;INVESTIGACION DE BROTES O CONGLOMERADOS;4;N;0;A31002;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3707;INVESTIGACION Y CONTROL DE FOCOS;4;N;0;A31003;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3711;IDENTIFICACION DE POBLACIONES DE MAYOR VULNERABILIDAD A SUFRIR EVENTOS DE INTERES EN SALUD PUBLICA;4;N;0;A31007;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3721;INFECCION RESPIRATORIA AGUDA VIRAL DETERMINACION;4;N;0;A32009;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3722;INFECCION RESPIRATORIA AGUDA VIRAL TIPIFICACION;4;N;0;A32010;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3726;INFLUENZA A Y B DETECCION REACCION EN CADENA DE LA POLIMERASA;4;N;0;A32016;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3738;Leishmania CULTIVO PRIMARIO;4;N;0;A32105;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3739;Listeria monocytogenes CULTIVO;4;N;0;A32106;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3762;LEPTOSPIROSIS AISLAMIENTO;4;N;0;A32303;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3709;ESTUDIOS EPIDEMIOLOGICOS RAPIDOS DE LOS DETERMINANTES ASOCIADOS A LOS EVENTOS BAJO VIGILANCIA INTENSIFICADA;4;N;0;A31005;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3713;DENGUE HEMORRAGICO DETERMINACION DEL ANTIGENO REACCION EN CADENA DE LA POLIMERASA;4;N;0;A32001;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3714;DENGUE HEMORRAGICO TIPIFICACION;4;N;0;A32002;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3704;VIGILANCIA ENTOMOLOGICA (MONITOREO DE LA DISTRIBUCION Y EL COMPORTAMIENTO DE LAS ESPECIES VECTORAS DE LAS ETV EN REGIONES ENDEMICAS, IMPACTO DE LAS MEDIDAS DE CONTROL Y SUSCEPTIBILIDAD DE LOS VECTORES A LOS INSECTICIDAS).;4;N;0;A30101;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3710;PRIORIZACION DE RIESGOS EN LAS COLECTIVIDADES;4;N;0;A31006;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3717;POLIOMELITIS DETERMINACION;4;N;0;A32005;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3718;POLIOMELITIS TIPIFICACION;4;N;0;A32006;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3719;RABIA DETERMINACION DE ANTIGENO SEMIAUTOMATIZADO O AUTOMATIZADO;4;N;0;A32007;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3720;RABIA TIPIFICACION PRUEBA BIOLOGICA INOCULACION EN RATON;4;N;0;A32008;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3725;NOROVIRUS DETECCION SEMIAUTOMATIZADO O AUTOMATIZADO;4;N;0;A32015;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3729;VIRUS DE ENCEFALITIS EQUINA DETECCION REACCION EN CADENA DE LA POLIMERASA;4;N;0;A32020;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3734;Haemophilus influenzae CULTIVO;4;N;0;A32101;0;;120;0;A;;.;;;;;;;;;;;;;;23;;;;
3735;Haemophilus influenzae BIOTIPIFICACION;4;N;0;A32102;0;;120;0;A;;.;;;;;;;;;;;;;;23;;;;
3736;Haemophilus influenzae PRUEBA DE SUSCEPTIBILIDAD (KIRBY BAUER);4;N;0;A32103;0;;120;0;A;;.;;;;;;;;;;;;;;23;;;;
3737;Haemophilus influenzae SEROTIPIFICACION;4;N;0;A32104;0;;120;0;A;;.;;;;;;;;;;;;;;23;;;;
3740;Neisseria gonorrhoeae PRUEBA DE SUSCEPTIBILIDAD (CONCENTRACION MINIMA INHIBITORIA);4;N;0;A32107;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3741;Neisseria gonorrhoeae PRUEBA DE SUSCEPTIBILIDAD (KIRBY BAUER);4;N;0;A32108;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3742;Neisseria meningitidis PRUEBA DE SUSCEPTIBILIDAD (CONCENTRACION MINIMA INHIBITORIA);4;N;0;A32109;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3783;Haemagogus INVENTARIO;4;N;0;A32610;0;;120;0;A;;.;;;;;;;;;;;;;;23;;;;
3777;Aedes aegypti IDENTIFICACION;4;N;0;A32601;0;;120;0;A;;.;;;;;;;;;;;;;;5;31;;;
3768;DETERMINACION DE PLOMO, CADMIO Y MERCURIO EN MUESTRAS AMBIENTALES;4;N;0;A32410;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3769;DETERMINACION DE TALIO EN AGUA;4;N;0;A32411;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3770;DETERMINACION DE CALCIO, MAGNESIO, COBRE, SODIO Y POTASIO EN AGUA;4;N;0;A32412;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3773;CARBAMATOS EN MUESTRAS AMBIENTALES;4;N;0;A32432;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3775;ESTABILIDAD AL ISOPROPANOL DE LA HEMOGLOBINA;4;N;0;A32501;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3776;DETERMINACION DE RADIACIONES IONIZANTES;4;N;0;A32510;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3780;Flebotomineos  IDENTIFICACION;4;N;0;A32604;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3782;CONFIRMACION TAXONOMICA DEL VECTOR;4;N;0;A32606;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3785;Flebotomineos INVENTARIO;4;N;0;A32612;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3810;ENSAYOS BIOLOGICOS DE CREMAS Y LOCIONES;4;N;0;A32801;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3811;ENSAYOS FISICOS Y QUIMICO DE CREMAS Y LOCIONES;4;N;0;A32802;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3813;DESCRIPCION DEL TIPO DE ENVASE DE CREMAS Y LOCIONES;4;N;0;A32804;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3814;ENSAYOS FISICOS Y QUIMICOS DE SOLUCIONES HIDROALCOHOLICAS;4;N;0;A32810;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3816;DESCRIPCION DEL TIPO DE ENVASE DE SOLUCIONES HIDROALCOHOLICAS;4;N;0;A32812;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3817;ENSAYOS BIOLOGICOS DE COSMETICOS PARA EL CABELLO;4;N;0;A32820;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3818;ENSAYOS FISICOS Y QUIMICO DE COSMETICOS PARA EL CABELLO;4;N;0;A32821;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3820;DESCRIPCION DEL TIPO DE ENVASE DE COSMETICOS PARA EL CABELLO;4;N;0;A32823;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3821;ENSAYOS FISICOS Y QUIMICOS DE FIJADORES PARA EL CABELLO;4;N;0;A32830;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3823;DESCRIPCION DEL TIPO DE ENVASE DE FIJADORES PARA EL CABELLO;4;N;0;A32832;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3824;ENSAYOS FISICOS Y QUIMICO PARA COSMETICOS PARA LAS U—AS;4;N;0;A32840;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3826;DESCRIPCION DEL TIPO DE ENVASE PARA COSMETICOS PARA LAS U—AS;4;N;0;A32842;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3827;ENSAYOS BIOLOGICOS PARA PRODUCTOS MOLDEADOS;4;N;0;A32850;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3765;TUBERCULOSIS ANIMAL AISLAMIENTO;4;N;0;A32306;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3771;ORGANOFOSFORADOS (PROPORXUR, METILPARATIUM, OTROS) EN MUESTRAS AMBIENTALES;4;N;0;A32430;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3772;ORGANOCLORADOS (ALDRIN, DELTRIN, DDT, OTROS) EN MUESTRAS AMBIENTALES;4;N;0;A32431;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3774;SOLVENTES (BENCENO, TOLUENO, XILENO, OTROS) EN MUESTRAS AMBIENTALES;4;N;0;A32433;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3781;Triatominos IDENTIFICACION;4;N;0;A32605;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3787;Reduvideus INVENTARIO;4;N;0;A32614;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3788;PRUEBAS BIOLOGICAS PARA FORMAS INMADURAS (LARVAS);4;N;0;A32620;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3789;PRUEBAS BIOLOGICAS PARA FORMAS ADULTAS;4;N;0;A32621;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3812;VERIFICACION DE LA ROTULACION DE CREMAS Y LOCIONES;4;N;0;A32803;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3815;VERIFICACION DE LA ROTULACION DE SOLUCIONES HIDROALCOHOLICAS;4;N;0;A32811;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3819;VERIFICACION DE LA ROTULACION DE COSMETICOS PARA EL CABELLO;4;N;0;A32822;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3822;VERIFICACION DE LA ROTULACION DE FIJADORES PARA EL CABELLO;4;N;0;A32831;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3825;VERIFICACION DE LA ROTULACION PARA COSMETICOS PARA LAS U—AS;4;N;0;A32841;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3872;INSPECCION A LOS SISTEMAS MUNICIPALES DE RECOLECCION, TRANSPORTE Y DISPOSICION FINAL DE RESIDUOS SOLIDOS Y LIQUIDOS;4;N;0;A40102;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3829;VERIFICACION DE LA ROTULACION PARA PRODUCTOS MOLDEADOS;4;N;0;A32852;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3833;VERIFICACION DE LA ROTULACION PARA COSMETICOS EN POLVO COMPACTOS Y SUELTOS;4;N;0;A32862;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3837;VERIFICACION DE LA ROTULACION DE PRODUCTOS DE HIGIENE PERSONAL;4;N;0;A32872;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3841;VERIFICACION DE LA ROTULACION DE FORMAS FARMACEUTICAS SOLIDAS NO ESTERILES;4;N;0;A32903;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3845;VERIFICACION DE LA ROTULACION DE FORMAS FARMACEUTICAS LIQUIDAS NO ESTERILES;4;N;0;A32912;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3849;VERIFICACION DE LA ROTULACION DE FORMAS FARMACEUTICAS SEMISOLIDAS NO ESTERILES;4;N;0;A32922;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3853;VERIFICACION DE LA ROTULACION DE FORMAS FARMACEUTICAS LIQUIDAS ESTERILES;4;N;0;A32932;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3857;VERIFICACION DE LA ROTULACION DE FORMAS FARMACEUTICAS SEMISOLIDAS ESTERILES;4;N;0;A32942;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3861;VERIFICACION DE LA ROTULACION DE FORMAS FARMACEUTICAS SOLIDAS ESTERILES;4;N;0;A32952;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3865;VERIFICACION DE LA ROTULACION DE DISPOSITIVOS TRANSDERMICOS DE ACCION LOCAL Y OTROS;4;N;0;A32982;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3867;MUESTREOS EN EL CONTROL DE CALIDAD DEL AGUA PARA CONSUMO HUMANO;4;N;0;A40001;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3868;REGISTROS ACTUALIZADOS DE COBERTURAS DE AGUA POTABLE EN SU JURISDICCION;4;N;0;A40002;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3869;RECOLECCION, ANALISIS Y NOTIFICACION DE EVENTOS EN SALUD ASOCIADOS A LA CALIDAD DEL AGUA PARA CONSUMO HUMANO;4;N;0;A40003;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3873;RECOLECCION, ANALISIS Y NOTIFICACION DE EVENTOS DE SALUD ASOCIADOS CON EL MANEJO DE RESIDUOS SOLIDOS Y LIQUIDOS;4;N;0;A40103;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3876;REGISTRO DE CONTROL DE CONDICIONES SANITARIAS DE LOS ESTABLECIMIENTOS DE ALIMENTOS Y BEBIDAS;4;N;0;A40202;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3877;RECOLECCION, ANALISIS Y NOTIFICACION DE EVENTOS DE SALUD ASOCIADOS CON CALIDAD SANITARIA DE ALIMENTOS Y BEBIDAS;4;N;0;A40203;0;;120;0;A;;.;;;;;;;;;;;;;;23;25;;;
3896;INVESTIGACION DE FOCOS;4;N;0;A41004;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3899;IDENTIFICACION Y CUANTIFICACION DE FACTORES DE RIESGOS PARA ENFERMEDADES TRANSMITIDAS POR VECTORES;4;N;0;A41102;0;;120;0;A;;.;;;;;;;;;;;;;;17;18;;;
3880;CONTROL SANITARIO A LA MOVILIZACION DE PERSONAS, ANIMALES Y PRODUCTOS DE ORIGEN ANIMAL EN TERMINALES, PUERTOS Y AEROPUERTOS;4;N;0;A40302;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3882;ELABORACION DE MAPAS DE RIESGO DEL AMBIENTE: FISICOS, QUIMICOS, BIOLOGICOS Y DEL CONSUMO (ALIMENTOS Y BEBIDAS) EN TERMINALES, PUERTOS Y AEROPUERTOS;4;N;0;A40304;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
3886;ELABORACION DE MAPAS DE RIESGO CON IDENTIFICACION DE AREAS DE ALTO RIESGO PARA LA OCURRENCIA DE EVENTOS DE SALUD ASOCIADOS CON LA CALIDAD DEL AIRE, NIVELES DE RUIDO Y RADIACIONES IONIZANTES;4;N;0;A40404;0;;120;0;A;;.;;;;;;;;;;;;;;12;42;;;
